# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_03317094	preserved food for infant and young children
FOODON_03317095	ice, edible, no sugar added except lactose
FOODON_03317096	fruit syrup (energy-containing sweeteners not added)
FOODON_03317097	soft drink (energy-containing sweetener not added)
FOODON_03317098	soft drink concentrate, energy-containing sweetener not added
FOODON_03317099	soft drink mix, powdered, energy-containing sweetener not added
FOODON_03317101	crustacean product (semi-preserved)
FOODON_03317102	crustacean product (chilled)
FOODON_03317103	berry (canned)
FOODON_03317107	fungus (edible, canned)
FOODON_03317108	root vegetable (canned)
FOODON_03317115	confectionery (cocoa-based, no added sugar)
FOODON_03317117	animal and vegetable fat and oil mixture
FOODON_03317118	potato (peeled, raw)
FOODON_03317119	apple (raw, peeled)
FOODON_03317120	potato product (peeled, frozen)
FOODON_03317121	apple (peeled, frozen)
FOODON_03317122	apple (peeled, blanched, frozen)
FOODON_03317123	potato (peeled, blanched, frozen)
FOODON_03317124	mushroom (deep-frozen)
FOODON_03317126	potato flakes (granulated and powdered)
FOODON_03317127	root vegetable (flakes, granulated, powdered)
FOODON_03317128	root vegetable (flakes, powdered)
FOODON_03317129	shellfish-like product (fully preserved)
FOODON_03317133	liquid food (prepared, ready for consumption)
FOODON_03317134	solid food (prepared, ready for consumption)
FOODON_03317135	artificial sweetener, tablet form
FOODON_03317136	artificial sweetener (granular)
FOODON_03317137	artificial sweetener (powder)
FOODON_03317138	artificial sweetener (liquid)
FOODON_03317139	food (packed in high pressurised containers)
FOODON_03317141	food for invalids, solid
FOODON_03317142	food for invalids, liquid
FOODON_03317143	dessert in pressurised container
FOODON_03317144	sauce in pressurised container
FOODON_03317145	dip (dairy)
FOODON_03317146	meringue topping
FOODON_03317147	topping in pressurised container
FOODON_03317148	food packaged in aerosol container
FOODON_03317151	baltic herring fillet (deep-frozen)
FOODON_03317152	fruit yogurt (no added sugar, energy 2.0 mj or less)
FOODON_03317153	icicle, no sugar added except lactose
FOODON_03317155	fruit jelly (no energy-containing sweetener added)
FOODON_03317156	jam (energy-containing sweetener not added)
FOODON_03317157	marmalade (energy-containing sweetener not added)
FOODON_03317158	fruit pulp (no energy-containing sweetener added)
FOODON_03317159	lemon tea (no added energy-containing sweetener, powdered)
FOODON_03317162	citrus nectar
FOODON_03317163	citrus fruit syrup
FOODON_03317167	oats (hulled)
FOODON_03317168	oat must
FOODON_03317169	root vegetable (dried)
FOODON_03317170	meat (whole or pieces)
FOODON_03317171	shrimp (peeled, deep-frozen)
FOODON_03317172	prawn (peeled, deep-frozen)
FOODON_03317173	shellfish (cooked)
FOODON_03317174	beverage (sweetened)
FOODON_03317175	butter (concentrated)
FOODON_03317181	beverage (artificially flavored)
FOODON_03317182	beverage (carbonated, artificially flavored)
FOODON_03317183	fungus (edible, dried)
FOODON_03317185	dietetic food for infants and toddlers
FOODON_03317187	lemonade starter and base substances
FOODON_03317188	carbonated drink starter and base substances
FOODON_03317189	artificial flavored drink starter and base substances
FOODON_03317194	bakery product (fine)
FOODON_03317195	cake with moist topping and filling
FOODON_03317196	shrimp or prawn (canned)
FOODON_03317197	fish sauce
FOODON_03317198	shrimp or prawn (quick frozen)
FOODON_03317199	green pea
FOODON_03317200	sugar solution
FOODON_03317201	invert sugar solution
FOODON_03317202	flavor concentrate in tablet form
FOODON_03317203	nonnutritive sweetener concentrate, liquid form
FOODON_03317204	nonnutritive sweetener concentrate, tablet form
FOODON_03317205	vitamin and mineral concentrate, liquid form
FOODON_03317206	vitamin and mineral concentrate, tablet form
FOODON_03317207	mammalian milk for infant
FOODON_03317208	dairy food for infant
FOODON_03317209	infant food based on soy protein
FOODON_03317210	grain-based food
FOODON_03317212	beverage (dietetic)
FOODON_03317213	low sodium food
FOODON_03317214	cheese product (processed)
FOODON_03317216	lobster meat (fresh frozen, quick-frozen)
FOODON_03317217	lobster meat (cooked, quick-frozen)
FOODON_03317218	shrimp or prawn (raw, quick-frozen)
FOODON_03317219	shrimp or prawn (cooked, quick-frozen)
FOODON_03317220	vineger (diluted)
FOODON_03317222	lumpfish roe semi-preserved
FOODON_03317223	lumpfish roe (chilled)
FOODON_03317224	cod roe fully preserved
FOODON_03317225	caviar semi-preserved
FOODON_03317226	caviar (chilled)
FOODON_03317227	cream cheese (processed)
FOODON_03317228	wheat (cracked)
FOODON_03317229	wheat (crushed)
FOODON_03317230	corn grits (quick)
FOODON_03317231	orange juice for manufacturing
FOODON_03317232	yellow corn grits
FOODON_03317233	white cornmeal (bolted)
FOODON_03317234	white cornmeal (degerminated)
FOODON_03317235	yellow cornmeal (bolted)
FOODON_03317236	shrimp (fully preserved)
FOODON_03317237	crab (fully preserved)
FOODON_03317238	spice (capsicum-based)
FOODON_03317241	fish (gutted, fresh)
FOODON_03317242	fish (gutted, deep-frozen)
FOODON_03317243	fish (gutted, fully preserved)
FOODON_03317244	fish roe (semi-preserved)
FOODON_03317245	fish roe (chilled)
FOODON_03317246	anchovy (salted)
FOODON_03317247	horseradish (grated, fresh)
FOODON_03317248	horseradish (grated, frozen)
FOODON_03317249	horseradish (grated, frozen, blanched)
FOODON_03317250	root vegetable (frozen)
FOODON_03317251	fungus (edible, fresh)
FOODON_03317252	fungus (edible, frozen)
FOODON_03317253	beetroot (canned)
FOODON_03317254	beetroot
FOODON_03317255	sturgeon roe semi-preserved
FOODON_03317256	sturgeon roe (chilled)
FOODON_03317258	baltic herring filet fully preserved
FOODON_03317260	ham salad (canned)
FOODON_03317261	cream type product, canned
FOODON_03317262	beef cut (cured)
FOODON_03317263	pork cut (cured)
FOODON_03317264	meat food product (cured, comminuted)
FOODON_03317265	genoa salami
FOODON_03317266	cheesefurter
FOODON_03317268	garlic bologna
FOODON_03317269	knockwurst
FOODON_03317271	pork meat (fresh)
FOODON_03317272	blood food product (fresh, livestock)
FOODON_03317273	fat (rendered)
FOODON_03317276	animal fat (rendered)
FOODON_03317277	mixture of rendered animal fat and vegetable fat
FOODON_03317278	sausage brown and serve
FOODON_03317279	italian sausage (raw)
FOODON_03317280	ground beef patty (pregrilled)
FOODON_03317281	beef sausage (raw)
FOODON_03317282	beef and pork sausage (raw)
FOODON_03317283	pizza topping (meat-based)
FOODON_03317284	meatball
FOODON_03317286	breading mix (meat-based)
FOODON_03317288	pie (baked)
FOODON_03317289	meat and vegetable patty
FOODON_03317292	breakfast sausage
FOODON_03317293	hog sausage
FOODON_03317294	italian sausage
FOODON_03317295	pork sausage (smoked)
FOODON_03317299	braunschweiger
FOODON_03317300	bockwurst
FOODON_03317301	loaf (nonspecific)
FOODON_03317302	meat-based soup
FOODON_03317303	stew (meat-based)
FOODON_03317304	chili con carne with beans (dish, vegetarian)
FOODON_03317305	spaghetti with meat sauce
FOODON_03317306	meat salad (canned)
FOODON_03317307	meat salad (frozen)
FOODON_03317308	meat salad (refrigerated)
FOODON_03317309	meat stew (canned)
FOODON_03317310	meat stew (frozen)
FOODON_03317311	chili (canned)
FOODON_03317312	chili with beans (canned)
FOODON_03317314	gravy (meat based)
FOODON_03317315	pork loin (cooked, cured)
FOODON_03317316	pork product (cured)
FOODON_03317317	pork butt (cooked, cured)
FOODON_03317318	pork picnic (cooked, cured)
FOODON_03317319	pork ham (uncooked, cured)
FOODON_03317320	pork loin (uncooked, cured)
FOODON_03317321	pork shoulder (uncooked, cured)
FOODON_03317322	pork butt (uncooked, cured)
FOODON_03317324	pork (cut fresh)
FOODON_03317325	bacon (made with dry curing material)
FOODON_03317327	pizza crust
FOODON_03317329	pig carcass
FOODON_03317330	pig carcass (previously frozen cut)
FOODON_03317331	bacon (whole cut or pieces)
FOODON_03317333	bacon (immersion cured)
FOODON_03317335	beef (chopped)
FOODON_03317337	ground beef patty
FOODON_03317338	beef steak (fabricated)
FOODON_03317339	poultry-based soup
FOODON_03317340	poultry fat (rendered)
FOODON_03317341	curing pickle poultry
FOODON_03317342	poultry (raw, ground, formed)
FOODON_03317343	poultry (ground, formed, cooked)
FOODON_03317344	poultry (cooked)
FOODON_03317345	poultry meat product (raw)
FOODON_03317346	poultry salad
FOODON_03317347	poultry spread
FOODON_03317348	poultry (cured)
FOODON_03317349	poultry meat product (cured, comminuted)
FOODON_03317350	poultry (comminuted, cured)
FOODON_03317351	poultry product (cured)
FOODON_03317353	pie dough (fresh)
FOODON_03317355	muscle tissue (raw)
FOODON_03317356	margarine (dietary)
FOODON_03317357	poultry meat product (raw, packaged)
FOODON_03317358	poultry meat product (raw, packaged, frozen)
FOODON_03317359	poultry (boneless, canned)
FOODON_03317360	poultry roll (cooked)
FOODON_03317361	poultry roll (raw)
FOODON_03317362	beet sugar juice
FOODON_03317363	cane sugar liquor
FOODON_03317364	corn starch hydrolyzate
FOODON_03317366	whey (partially delactosed)
FOODON_03317367	beet sugar liquor
FOODON_03317368	beverage (nonalcoholic, noncarbonated)
FOODON_03317370	lemon oil
FOODON_03317376	beef with barbecue sauce
FOODON_03317377	pork with barbecue sauce
FOODON_03317379	whole muscle meat cut
FOODON_03317381	cream (pasteurized, fresh)
FOODON_03317382	mammalian milk (pasteurized, fresh)
FOODON_03317383	meat (quick-frozen)
FOODON_03317384	fish (raw, dried)
FOODON_03317385	corn germ
FOODON_03317386	corn malt
FOODON_03317387	corn kernel
FOODON_03317388	infant formula (liquid)
FOODON_03317389	citrus wine
FOODON_03317391	black grape wine
FOODON_03317392	wine (high acid)
FOODON_03317393	still wine
FOODON_03317394	coffee bean (roasted, decaffeinated)
FOODON_03317395	beef cut (fresh)
FOODON_03317396	lamb cut (fresh)
FOODON_03317397	cream (low fat, pasteurized)
FOODON_03317398	fruit (unprocessed, deep-frozen)
FOODON_03317399	vegetable (unprocessed, frozen)
FOODON_03317400	vegetable (unprocessed, deep-frozen)
FOODON_03317402	fish (unprocessed, frozen)
FOODON_03317403	fish (unprocessed, deep-frozen)
FOODON_03317404	crustacean (unprocessed, frozen)
FOODON_03317405	crustacean (unprocessed, deep-frozen)
FOODON_03317406	mollusc (unprocessed, frozen)
FOODON_03317407	mollusc (unprocessed, deep-frozen)
FOODON_03317408	fat or oil, nonemulsified
FOODON_03317412	leaf tea (unflavored)
FOODON_03317414	chewing gum with added sugar
FOODON_03317419	pasta (fresh)
FOODON_03317423	food for infants or young children
FOODON_03317424	fruit (crystallized)
FOODON_03317425	vegetable (candied)
FOODON_03317426	vegetable (crystallized)
FOODON_03317427	vegetable glace
FOODON_03317428	food sold in coated tablet form
FOODON_03317429	hard cheese (sliced)
FOODON_03317433	breakfast cereal (extruded)
FOODON_03317435	breakfast cereal (puffed)
FOODON_03317436	crustacean (deep-frozen)
FOODON_03317438	fruit (unprocessed, frozen)
FOODON_03317446	gnocchi
FOODON_03317447	cream de pruneaux
FOODON_03317448	crustacean (whole or flesh piece)
FOODON_03317450	coffee bean (roasted)
FOODON_03317451	chicory extract
FOODON_03317452	sambuca
FOODON_03317453	maraschino liqueur
FOODON_03317455	sangria
FOODON_03317458	barley malt product
FOODON_03317461	grape marc spirits
FOODON_03317462	fruit spirit drink
FOODON_03317463	fruit spirits
FOODON_03317464	ouzo
FOODON_03317465	alcoholic beverage (fortified)
FOODON_03317466	cheese product (processed, flavored)
FOODON_03317467	juice (sweetened)
FOODON_03317468	fruit spread (low-calorie)
FOODON_03317469	fruit porridge
FOODON_03317470	rote grutze (food product)
FOODON_03317472	crangon vulgaris (cooked)
FOODON_03317474	cheese analog, processed
FOODON_03317475	vegetable protein drink
FOODON_03317478	fish fillet (unprocessed, frozen)
FOODON_03317479	fish fillet (deep-frozen, unprocessed)
FOODON_03317480	potato (pre-fried, frozen)
FOODON_03317481	potato (pre-fried, deep-frozen)
FOODON_03317483	bread (pre-packed)
FOODON_03317486	fruit preparation (canned)
FOODON_03317487	vegetable preparation (canned)
FOODON_03317488	instant powder for fruit based drink
FOODON_03317489	instant tea powder
FOODON_03317490	clotted cream
FOODON_03317491	meat product (canned)
FOODON_03317492	cheese analog, dairy-based
FOODON_03317494	beverage (almond, non-alcoholic)
FOODON_03317495	coconut beverage (non-alcoholic)
FOODON_03317496	oat granola
FOODON_03317498	mollusc (canned)
FOODON_03317499	fish with red skin (frozen)
FOODON_03317500	fish with red skin (deep-frozen)
FOODON_03317501	olive (darkened by oxidation)
FOODON_03317502	rolls, buns, and pita (pre-packed)
FOODON_03317504	mostarda di frutta
FOODON_03317505	meat product (minced or diced, canned)
FOODON_03317507	potato (pre-fried, sliced)
FOODON_03317508	polenta
FOODON_03317509	olive
FOODON_03317511	meat product (jelly coated, cooked)
FOODON_03317512	meat product (jelly coated, cured)
FOODON_03317513	meat product (jelly coated, dried)
FOODON_03317517	chicken egg product (dehydrated)
FOODON_03317518	chicken egg product (concentrated)
FOODON_03317519	chicken egg product (frozen)
FOODON_03317520	chicken egg product (deep-frozen)
FOODON_03317521	baked good (pre-packed, partially baked)
FOODON_03317522	fat emulsions with a fat content more than 60%
FOODON_03317523	fat emulsion with a fat content less than 60%
FOODON_03317524	sauce, emulsified with a fat content of 60% or more
FOODON_03317525	sauce, emulsified with a fat content less than 60%
FOODON_03317526	cephalopod (deep-frozen)
FOODON_03317528	potato (deep-frozen)
FOODON_03317529	vegetable (white, deep-frozen)
FOODON_03317531	angelica (candied)
FOODON_03317532	angelica (crystallized)
FOODON_03317533	angelica (glace)
FOODON_03317534	citrus peel (crystallized)
FOODON_03317535	citrus peel glace
FOODON_03317536	jam (made with sulfite fruit)
FOODON_03317537	fruit jelly made with sulfite fruit
FOODON_03317538	marmelade (made with sulfite fruit)
FOODON_03317539	beer with a second fermentation in cask
FOODON_03317540	beverage containing glucose syrup (nonalcoholic, flavored)
FOODON_03317541	confectionery (glucose-syrup based)
FOODON_03317542	milk product (flavored)
FOODON_03317543	tandoori
FOODON_03317544	chutney
FOODON_03317545	crustacean (pre-cooked)
FOODON_03317548	savory coated nut
FOODON_03317550	fish analogue vegetable protein-based
FOODON_03317551	fruit wine (aromatized)
FOODON_03317552	cider (aromatized)
FOODON_03317553	perry (aromatized)
FOODON_03317554	beverage (aromatized, wine-based)
FOODON_03317555	mollusc (frozen)
FOODON_03317557	cornmeal porridge (processed, canned)
FOODON_03317558	bitter soda
FOODON_03317559	bitter vino
FOODON_03317560	americano
FOODON_03317561	cephalopod (unprocessed, deep-frozen)
FOODON_03317562	cephalopod (unprocessed, frozen)
FOODON_03317564	crystallized fruit (no added sugar)
FOODON_03317565	aperitif wine
FOODON_03317566	cidre bouche
FOODON_03317571	grappa invecchiata
FOODON_03317572	bagaceira velha
FOODON_03317573	liqueur wine
FOODON_03317574	cheese (red marbled)
FOODON_03317575	skim milk (pasteurized)
FOODON_03317576	cow milk (semi-skimmed, pasteurized)
FOODON_03317578	cow milk (semi-skimmed, sterilized)
FOODON_03317579	skim milk (uht-sterilized)
FOODON_03317580	cow milk (semi-skimmed, uht-sterilized)
FOODON_03317581	saucisses de strasbourg
FOODON_03317582	sage derby cheese
FOODON_03317584	sauce (fruit-based, canned)
FOODON_03317587	beverage (cloudy, nonalcoholic, flavored)
FOODON_03317588	dietary food supplement, tablet form
FOODON_03317589	dietary food supplement, coated tablet form
FOODON_03317590	pork and beans
FOODON_03317591	bean (cooked, with seasoning)
FOODON_03317592	vegetable stew with meat
FOODON_03317593	irish stew
FOODON_03317594	meat ball stew
FOODON_03317595	specialty meat stew
FOODON_03317597	vegetable stew with poultry meat
FOODON_03317598	poultry stew
FOODON_03317599	specialty poultry meat stew
FOODON_03317601	fish product (low sodium)
FOODON_03317602	meat product (low sodium)
FOODON_03317603	poultry meat product (low sodium)
FOODON_03317605	yogurt (fruit flavored)
FOODON_03317606	nut yogurt (flavored)
FOODON_03317607	dairy product (fruit flavored)
FOODON_03317608	dairy product (nut flavored)
FOODON_03317609	balanced diet for special dietary use(infants)
FOODON_03317610	balanced diet for special dietary use (children up to 12 years)
FOODON_03317611	balanced diet for special dietary use (teenagers and adults)
FOODON_03317612	balanced diet for special dietary use (pregnant and nursing mothers)
FOODON_03317613	beverage (fruit juice based, effervescent)
FOODON_03317615	wine (artificially carbonated)
FOODON_03317617	crabmeat (fresh frozen)
FOODON_03317618	tapioca starch for syrup
FOODON_03317619	fruit juice for confectionery
FOODON_03317620	fruit paste for confectionery
FOODON_03317621	butterbur stem
FOODON_03317622	fruit (pickled)
FOODON_03317623	citrus fruit (blanched, frozen)
FOODON_03317624	fish fillet (deep-frozen)
FOODON_03317625	pork picnic (uncooked, cured)
FOODON_03317626	meat (cured, comminuted)
FOODON_03317629	poultry meat product (cooked)
FOODON_03317630	veal steak (raw, fabricated)
FOODON_03317636	rakugan (food product)
FOODON_03317639	goat milk (powdered, skimmed)
FOODON_03317642	syrup (flavored)
FOODON_03317644	flour (protein-increased)
FOODON_03317646	sausage meat
FOODON_03317647	fish ball
FOODON_03317649	mammalian lactobacillus milk drink
FOODON_03317650	cream (homogenized)
FOODON_03317651	cream, reconstituted
FOODON_03317653	cream (thickened)
FOODON_03317654	oyster sauce
FOODON_03317655	chicken egg jam
FOODON_03317656	soybean milk (flavored)
FOODON_03317658	aromatic wine
FOODON_03317660	vitamin oils and concentration containing less than 100,000 i.u. of vitamin a per gram
FOODON_03317661	vitamin oils and concentration containing more than 100,000 i.u. of vitamin a per gram
FOODON_03317662	cabbage (dehydrated)
FOODON_03317663	chocolate concentrate drink
FOODON_03317664	flavoring emulsion
FOODON_03317665	fillings for flour confectionery (fruit based)
FOODON_03317669	starch (hydrolyzed, solid)
FOODON_03317671	coconut (desiccated)
FOODON_03317673	starch syrup (hydrolyzed)
FOODON_03317674	coffee mixture
FOODON_03317675	fish cracker
FOODON_03317677	flour confectionery (sugar coated)
FOODON_03317687	aperitif beverage without alcohol, emulsified
FOODON_03400100	pie, unsweetened, or pizza (us cfr)
FOODON_03400101	cultured milk product (us cfr)
FOODON_03400102	prepared food product with bakery base or enclosure, unsweetened (us cfr)
FOODON_03400103	pastry, unsweetened, filled (us cfr)
FOODON_03400104	fruit juice or related product (us cfr)
FOODON_03400105	dressing, condiment, gravy or sauce (us cfr)
FOODON_03400106	prepared grain or starch product (us cfr)
FOODON_03400107	bakery product, unsweetened (us cfr)
FOODON_03400108	pastry shell, unsweetened (us cfr)
FOODON_03400109	pasteurized process cheese spread (us cfr)
FOODON_03400110	pasteurized process cheese (us cfr)
FOODON_03400111	pasteurized process cheese food (us cfr)
FOODON_03400112	nonalcoholic beverage (us cfr)
FOODON_03400113	spice or herb (us cfr)
FOODON_03400114	frozen dairy dessert (us cfr)
FOODON_03400115	cheese or cheese product (us cfr)
FOODON_03400116	cold-pack cheese product (us cfr)
FOODON_03400117	pasteurized cheese product (us cfr)
FOODON_03400118	nutritive sweetener (us cfr)
FOODON_03400120	neutral distilled spirits (us cfr)
FOODON_03400123	cream product analog (us cfr)
FOODON_03400125	grain or starch product (us cfr)
FOODON_03400126	cold-pack cheese food (us cfr)
FOODON_03400127	fruit juice (us cfr)
FOODON_03400128	cheese product analog (us cfr)
FOODON_03400129	refined or partially-refined food product (us cfr)
FOODON_03400130	fruit juice, diluted (us cfr)
FOODON_03400131	poultry-based sausage or luncheon meat (us cfr)
FOODON_03400132	meat product analog (us cfr)
FOODON_03400133	flavoring or seasoning (us cfr)
FOODON_03400134	salt or salt substitute (us cfr)
FOODON_03400135	bakery product, sweetened (us cfr)
FOODON_03400136	nonstandardized dressing (us cfr)
FOODON_03400137	ice cream or frozen custard (us cfr)
FOODON_03400138	soft cheese (us cfr)
FOODON_03400139	multicomponent meal (us cfr)
FOODON_03400140	pie crust, sweetened (us cfr)
FOODON_03400141	aerated confectionery (us cfr)
FOODON_03400142	nonnutritive sweetener (us cfr)
FOODON_03400143	fruit or fruit product (us cfr)
FOODON_03400145	pasteurized blended cheese (us cfr)
FOODON_03400146	jap or agar jelly candy (us cfr)
FOODON_03400147	milk or milk product analog (us cfr)
FOODON_03400148	milk or milk product (us cfr)
FOODON_03400149	milled grain or starch product (us cfr)
FOODON_03400150	meat or meat product (from mammal) (us cfr)
FOODON_03400151	sweet roll or sweet bun (us cfr)
FOODON_03400152	vegetable or vegetable product (us cfr)
FOODON_03400155	fruit butter, jelly, preserve or related product (us cfr)
FOODON_03400156	seafood product analog (us cfr)
FOODON_03400157	poultry product analog (us cfr)
FOODON_03400158	cacao or chocolate product analog (us cfr)
FOODON_03400159	ice cream product analog (us cfr)
FOODON_03400160	pie crust, unsweetened (us cfr)
FOODON_03400161	fruit or nut candy (us cfr)
FOODON_03400162	jelly candy (us cfr)
FOODON_03400164	dairy product (us cfr)
FOODON_03400165	frozen custard (us cfr)
FOODON_03400166	color additive (us cfr)
FOODON_03400167	pizza crust (us cfr)
FOODON_03400168	cured cheese (us cfr)
FOODON_03400169	gelatin dessert (us cfr)
FOODON_03400172	prepared food product (us cfr)
FOODON_03400173	caramel candy (us cfr)
FOODON_03400176	chewing gum (us cfr)
FOODON_03400178	bread (us cfr)
FOODON_03400179	condiment or relish (us cfr)
FOODON_03400180	soup, thick (us cfr)
FOODON_03400181	food additive (us cfr)
FOODON_03400182	milk analog (us cfr)
FOODON_03400183	quick bread, sweetened (us cfr)
FOODON_03400184	fruit butter (us cfr)
FOODON_03400185	uncured cheese (us cfr)
FOODON_03400186	hard cheese (us cfr)
FOODON_03400187	natural cheese (us cfr)
FOODON_03400188	confectionery (us cfr)
FOODON_03400191	bakery product (us cfr)
FOODON_03400192	pudding, starch (us cfr)
FOODON_03400194	pancake or waffle (us cfr)
FOODON_03400195	malt beverage (us cfr)
FOODON_03400196	fruit nectar (us cfr)
FOODON_03400197	fruit spread or sauce (us cfr)
FOODON_03400198	soup (us cfr)
FOODON_03400200	distinctive distilled spirits (us cfr)
FOODON_03400202	pastry, sweetened (us cfr)
FOODON_03400203	cookie (us cfr)
FOODON_03400204	candy (us cfr)
FOODON_03400205	wine, 7-24% alcohol (us cfr)
FOODON_03400206	frozen nondairy dessert (us cfr)
FOODON_03400208	salad (us cfr)
FOODON_03400209	fruit jelly (us cfr)
FOODON_03400210	cake (us cfr)
FOODON_03400211	frozen yogurt (us cfr)
FOODON_03400212	stew or hash (us cfr)
FOODON_03400213	fudge (us cfr)
FOODON_03400214	glaze (us cfr)
FOODON_03400215	flavoring (us cfr)
FOODON_03400216	hard candy (us cfr)
FOODON_03400217	meat, poultry, seafood or related product (us cfr)
FOODON_03400218	sandwich (us cfr)
FOODON_03400219	custard, cooked (us cfr)
FOODON_03400220	pasta dish (us cfr)
FOODON_03400221	sausage or luncheon meat (us cfr)
FOODON_03400222	dessert (us cfr)
FOODON_03400224	heavy wine, 14-24% alcohol (us cfr)
FOODON_03400225	relish (us cfr)
FOODON_03400226	brittle (us cfr)
FOODON_03400227	ice cream (us cfr)
FOODON_03400228	snack food (us cfr)
FOODON_03400229	beverage (us cfr)
FOODON_03400230	water ice (us cfr)
FOODON_03400231	margarine (us cfr)
FOODON_03400232	mellorine (us cfr)
FOODON_03400233	ice milk (us cfr)
FOODON_03400237	sweetener (us cfr)
FOODON_03400240	liqueur (us cfr)
FOODON_03400241	soft drink (us cfr)
FOODON_03400242	cracker (us cfr)
FOODON_03400243	soup, thin (us cfr)
FOODON_03400244	fondant (us cfr)
FOODON_03400245	sherbet (us cfr)
FOODON_03400246	decoration (us cfr)
FOODON_03400248	doughnut (us cfr)
FOODON_03400251	fruit preserve or jam (us cfr)
FOODON_03400253	pie, sweetened (us cfr)
FOODON_03400254	egg product analog (us cfr)
FOODON_03400255	pectin jelly candy (us cfr)
FOODON_03400256	starch jelly candy (us cfr)
FOODON_03400257	fruit or vegetable product (us cfr)
FOODON_03400258	breakfast cereal (us cfr)
FOODON_03400260	nut or nut product (us cfr)
FOODON_03400261	egg or egg product (us cfr)
FOODON_03400263	condiment sauce (us cfr)
FOODON_03400264	vegetable juice (us cfr)
FOODON_03400266	pasteurized cheese spread (us cfr)
FOODON_03400267	seafood or seafood product (us cfr)
FOODON_03400268	steeped beverage (us cfr)
FOODON_03400269	icing or frosting (us cfr)
FOODON_03400271	vegetable pickle (us cfr)
FOODON_03400272	cacao or chocolate product (us cfr)
FOODON_03400273	poultry or poultry product (us cfr)
FOODON_03400274	meal replacement (us cfr)
FOODON_03400275	macaroni or noodle product (us cfr)
FOODON_03400276	dressing for food (us cfr)
FOODON_03400277	distilled spirits (us cfr)
FOODON_03400278	alcoholic beverage (us cfr)
FOODON_03400279	cured meat (us cfr)
FOODON_03400280	cold-pack cheese (us cfr)
FOODON_03400281	semisoft cheese (us cfr)
FOODON_03400282	processed cheese product (us cfr)
FOODON_03400283	quick bread, unsweetened (us cfr)
FOODON_03400284	prepared egg dish (us cfr)
FOODON_03400285	custard or pudding (us cfr)
FOODON_03400286	gravy or sauce (us cfr)
FOODON_03400287	sweet sauce or topping (us cfr)
FOODON_03400288	chocolate candy (us cfr)
FOODON_03400289	USA agency food product type
FOODON_03400290	hard grating cheese (us cfr)
FOODON_03400291	grated cheese food (us cfr)
FOODON_03400292	standardized dressing (us cfr)
FOODON_03400293	soft candy (us cfr)
FOODON_03400294	butter product analog (us cfr)
FOODON_03400295	alcoholic beverage analog (us cfr)
FOODON_03400296	seafood-based sausage or luncheon meat (us cfr)
FOODON_03400297	wine or wine-like product, .5-24% alcohol (us cfr)
FOODON_03400298	low-alcohol wine, .5-7% alcohol (us cfr)
FOODON_03400299	light wine, 7-14% alcohol (us cfr)
FOODON_03400300	flavoring or flavor enhancer (us cfr)
FOODON_03400301	flavor enhancer (us cfr)
FOODON_03400302	vinegar (us cfr)
FOODON_03400303	reptile, amphibian, insect, etc. meat or meat product (us cfr)
FOODON_03400305	seed or seed product (us cfr)
FOODON_03400306	nut or seed product (us cfr)
FOODON_03400307	frozen tofu dessert (us cfr)
FOODON_03400308	supplemental formulation (us cfr)
FOODON_03400309	dietary or therapeutic formulation (us cfr)
FOODON_03400310	extra hard cheese (codex)
FOODON_03400311	hard cheese (codex)
FOODON_03400312	semihard cheese (codex)
FOODON_03400314	soft cheese (codex)
FOODON_03400315	cheese hardness class (codex)
FOODON_03400316	cheese hardness class (us cfr)
FOODON_03400317	preservative (US CFR)
FOODON_03400318	antioxidant (us cfr)
FOODON_03400319	stabilizer, thickener or gelling agent (us cfr)
FOODON_03400321	stabilizer (us cfr)
FOODON_03400322	acidifier (US CFR)
FOODON_03400323	food additive regulatory classification
FOODON_03400324	food additive classification, european community
FOODON_03400325	acid (food additive, EC)
FOODON_03400326	acidity regulator (EC)
FOODON_03400327	anticaking agent (ec)
FOODON_03400328	antifoaming agent (ec)
FOODON_03400329	antioxidant (ec)
FOODON_03400330	bulking agent (ec)
FOODON_03400331	carrier, including carrier solvent (ec)
FOODON_03400332	colour (ec)
FOODON_03400333	emulsifier (ec)
FOODON_03400334	emulsifying salt (ec)
FOODON_03400335	firming agent (ec)
FOODON_03400336	flavour enhancer (ec)
FOODON_03400337	flour treatment agent (ec)
FOODON_03400338	foaming agent (ec)
FOODON_03400339	gelling agent (ec)
FOODON_03400340	glazing agent (including lubricants) (ec)
FOODON_03400341	humectant (ec)
FOODON_03400342	modified starch (ec)
FOODON_03400343	packaging gas (ec)
FOODON_03400344	preservative (ec)
FOODON_03400345	propellant (ec)
FOODON_03400346	raising agent (ec)
FOODON_03400347	sequestrant (ec)
FOODON_03400348	stabilizer (ec)
FOODON_03400349	sweetener (ec)
FOODON_03400350	thickener (ec)
FOODON_03400351	Codex Alimentarius food additive functional class
FOODON_03400352	international agency food product type
FOODON_03400355	Codex Alimentarius food classification for food additives
FOODON_03400356	European Union agency food product type
FOODON_03400357	CIAA food classification for food additives
FOODON_03400361	agency food product type
